vectorno,label,model,alpha,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,score_type,score
50,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,ascii,recall,0.8549256305238198
50,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,ascii,roc_auc,0.7500021729404985
50,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,True,ascii,roc_auc,0.7981940999079333
50,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,6000,,True,ascii,precision,0.6216216216216216
50,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,ascii,precision,0.0420662805051752
50,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,True,ascii,recall,0.42016806722689076
50,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,,True,ascii,recall,0.930672268907563
50,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,ascii,roc_auc,0.6944821817698243
50,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,ascii,roc_auc,0.8586232057720373
50,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,,True,ascii,precision,1.0
50,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,ascii,precision,0.3760451098580595
50,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,ascii,recall,0.5514018691588785
50,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,ascii,recall,0.8679906542056075
50,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,ascii,roc_auc,0.7646416152484197
50,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,ascii,roc_auc,0.8410402001906742
50,threat,multi,{'alpha': 0.001},tfidf,0,0,6000,,True,ascii,precision,0.5098039215686274
50,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,True,ascii,precision,0.12219101123595505
50,threat,multi,{'alpha': 0.001},tfidf,0,0,6000,,True,ascii,recall,0.17105263157894737
50,threat,bern,{'alpha': 0.1},tfidf,0,0,6000,,True,ascii,recall,0.8618421052631579
50,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,ascii,roc_auc,0.5492475495698546
50,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,True,ascii,roc_auc,0.7796178429358049
50,insult,multi,{'alpha': 20.0},tfidf,0,0,6000,,True,ascii,precision,0.9649122807017544
50,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,ascii,precision,0.40401625627540044
50,insult,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,ascii,recall,0.4837364470391993
50,insult,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,ascii,recall,0.8628023352793995
50,insult,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,ascii,roc_auc,0.7276326635264382
50,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,ascii,roc_auc,0.8248877317270402
50,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,6000,,True,ascii,precision,0.7741935483870968
50,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,ascii,precision,0.08255726151522778
50,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,6000,,True,ascii,recall,0.24532710280373832
50,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,6000,,True,ascii,recall,0.8644859813084113
50,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,ascii,roc_auc,0.6146714305889835
50,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,ascii,roc_auc,0.8446591298525196
51,toxic,multi,{'alpha': 100.0},tfidf,0,0,6000,,False,ascii,precision,0.8648648648648649
51,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,ascii,precision,0.2801958234529182
51,toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,ascii,recall,0.5205863332614787
51,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,ascii,recall,0.8521233024358698
51,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,ascii,roc_auc,0.7513869011526015
51,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,ascii,roc_auc,0.785650312031255
51,severe_toxic,multi,{'alpha': 10.0},tfidf,0,0,6000,,False,ascii,precision,0.55
51,severe_toxic,bern,{'alpha': 0.0},tfidf,0,0,6000,,False,ascii,precision,0.05847123719464145
51,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,ascii,recall,0.4894957983193277
51,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,,False,ascii,recall,0.9327731092436975
51,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,ascii,roc_auc,0.7366174821632803
51,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,ascii,roc_auc,0.8538386793564825
51,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,,False,ascii,precision,0.890625
51,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,ascii,precision,0.30255125997808735
51,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,ascii,recall,0.5440031152647975
51,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,ascii,recall,0.8617601246105919
51,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,ascii,roc_auc,0.7591704077428209
51,obscene,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,ascii,roc_auc,0.771447037912445
51,threat,multi,{'alpha': 0.0001},tfidf,0,0,6000,,False,ascii,precision,0.22137404580152673
51,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,False,ascii,precision,0.06910907577019151
51,threat,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,ascii,recall,0.19078947368421054
51,threat,bern,{'alpha': 0.1},tfidf,0,0,6000,,False,ascii,recall,0.8355263157894737
51,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,ascii,roc_auc,0.5710341351582399
51,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,False,ascii,roc_auc,0.761280397443568
51,insult,multi,{'alpha': 20.0},tfidf,0,0,6000,,False,ascii,precision,0.6591639871382636
51,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,ascii,precision,0.3184005923731951
51,insult,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,ascii,recall,0.4824854045037531
51,insult,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,ascii,recall,0.8569641367806505
51,insult,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,ascii,roc_auc,0.7257712187288796
51,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,ascii,roc_auc,0.8180323478666155
51,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,6000,,False,ascii,precision,0.26373626373626374
51,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,ascii,precision,0.059854014598540145
51,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,ascii,recall,0.2757009345794392
51,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,6000,,False,ascii,recall,0.852803738317757
51,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,ascii,roc_auc,0.618743018801214
51,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,ascii,roc_auc,0.8287339475636047
52,toxic,multi,{'alpha': 50.0},tfidf,0,0,6000,,True,unicode,precision,1.0
52,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,True,unicode,precision,0.30321252059308074
52,toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,unicode,recall,0.5106704031041173
52,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,unicode,recall,0.8549256305238198
52,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,unicode,roc_auc,0.7497402098353378
52,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,True,unicode,roc_auc,0.7986218441202402
52,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,6000,,True,unicode,precision,0.6216216216216216
52,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,unicode,precision,0.04207826747720365
52,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,True,unicode,recall,0.42016806722689076
52,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,,True,unicode,recall,0.930672268907563
52,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,unicode,roc_auc,0.6944821817698243
52,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,unicode,roc_auc,0.8586549403860387
52,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,,True,unicode,precision,1.0
52,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,unicode,precision,0.37543655413271243
52,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,unicode,recall,0.551791277258567
52,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,unicode,recall,0.8679906542056075
52,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,unicode,roc_auc,0.7648252512296417
52,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,unicode,roc_auc,0.8411242235542981
52,threat,multi,{'alpha': 0.001},tfidf,0,0,6000,,True,unicode,precision,0.5098039215686274
52,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,True,unicode,precision,0.12133891213389121
52,threat,multi,{'alpha': 0.001},tfidf,0,0,6000,,True,unicode,recall,0.17105263157894737
52,threat,bern,{'alpha': 0.1},tfidf,0,0,6000,,True,unicode,recall,0.8618421052631579
52,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,unicode,roc_auc,0.5492475495698546
52,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,True,unicode,roc_auc,0.7795653119950808
52,insult,multi,{'alpha': 20.0},tfidf,0,0,6000,,True,unicode,precision,0.9649122807017544
52,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,unicode,precision,0.4041487839771102
52,insult,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,unicode,recall,0.48498748957464555
52,insult,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,unicode,recall,0.8632193494578816
52,insult,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,unicode,roc_auc,0.7278411706156792
52,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,unicode,roc_auc,0.8258641077289848
52,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,6000,,True,unicode,precision,0.7741935483870968
52,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,unicode,precision,0.08230865746549561
52,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,6000,,True,unicode,recall,0.24532710280373832
52,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,6000,,True,unicode,recall,0.8644859813084113
52,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,unicode,roc_auc,0.6158185199414147
52,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,unicode,roc_auc,0.8445323201727138
53,toxic,multi,{'alpha': 100.0},tfidf,0,0,6000,,False,unicode,precision,0.8648648648648649
53,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,unicode,precision,0.2801865871377227
53,toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,unicode,recall,0.5205863332614787
53,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,unicode,recall,0.8521233024358698
53,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,unicode,roc_auc,0.7516372644062403
53,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,unicode,roc_auc,0.7857232943262259
53,severe_toxic,multi,{'alpha': 10.0},tfidf,0,0,6000,,False,unicode,precision,0.55
53,severe_toxic,bern,{'alpha': 0.0},tfidf,0,0,6000,,False,unicode,precision,0.058609794628751974
53,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,unicode,recall,0.4894957983193277
53,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,,False,unicode,recall,0.9327731092436975
53,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,unicode,roc_auc,0.7366386385726144
53,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,unicode,roc_auc,0.8538281011518154
53,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,,False,unicode,precision,0.8923076923076924
53,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,unicode,precision,0.30236195839199126
53,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,unicode,recall,0.544392523364486
53,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,unicode,recall,0.8617601246105919
53,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,unicode,roc_auc,0.7593872479299092
53,obscene,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,unicode,roc_auc,0.7717811056690234
53,threat,multi,{'alpha': 0.0001},tfidf,0,0,6000,,False,unicode,precision,0.2230769230769231
53,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,False,unicode,precision,0.06833333333333333
53,threat,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,unicode,recall,0.19078947368421054
53,threat,bern,{'alpha': 0.1},tfidf,0,0,6000,,False,unicode,recall,0.8355263157894737
53,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,unicode,roc_auc,0.5710131227819502
53,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,False,unicode,roc_auc,0.7579909237593575
53,insult,multi,{'alpha': 20.0},tfidf,0,0,6000,,False,unicode,precision,0.6559485530546624
53,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,unicode,precision,0.3178036605657238
53,insult,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,unicode,recall,0.4824854045037531
53,insult,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,unicode,recall,0.8569641367806505
53,insult,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,unicode,roc_auc,0.7257601921548362
53,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,unicode,roc_auc,0.8177356281850269
53,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,6000,,False,unicode,precision,0.2717391304347826
53,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,unicode,precision,0.0597667638483965
53,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,unicode,recall,0.2757009345794392
53,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,6000,,False,unicode,recall,0.852803738317757
53,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,unicode,roc_auc,0.618753586274531
53,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,unicode,roc_auc,0.8286494077770677
54,toxic,multi,{'alpha': 50.0},tfidf,0,0,6000,english,True,,precision,1.0
54,toxic,bern,{'alpha': 15.0},tfidf,0,0,6000,english,True,,precision,0.6176576576576577
54,toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,,recall,0.5345979737012287
54,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,english,True,,recall,0.8844578572968312
54,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,english,True,,roc_auc,0.7605237108666669
54,toxic,bern,{'alpha': 10.0},tfidf,0,0,6000,english,True,,roc_auc,0.8532551818904728
54,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,6000,english,True,,precision,0.6486486486486487
54,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,english,True,,precision,0.23222748815165878
54,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,english,True,,recall,0.41386554621848737
54,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,english,True,,recall,0.9495798319327731
54,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,,roc_auc,0.6966041785152929
54,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,6000,english,True,,roc_auc,0.9214546080348487
54,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,english,True,,precision,1.0
54,obscene,bern,{'alpha': 10.0},tfidf,0,0,6000,english,True,,precision,0.6092327698309493
54,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,,recall,0.5697040498442367
54,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,english,True,,recall,0.8944704049844237
54,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,english,True,,roc_auc,0.7777154696084974
54,obscene,bern,{'alpha': 10.0},tfidf,0,0,6000,english,True,,roc_auc,0.8515715709244251
54,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,,precision,0.6521739130434783
54,threat,bern,{'alpha': 0.5},tfidf,0,0,6000,english,True,,precision,0.1080773606370876
54,threat,multi,{'alpha': 0.01},tfidf,0,0,6000,english,True,,recall,0.17763157894736842
54,threat,bern,{'alpha': 0.1},tfidf,0,0,6000,english,True,,recall,0.8355263157894737
54,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,,roc_auc,0.5492580557579992
54,threat,bern,{'alpha': 0.5},tfidf,0,0,6000,english,True,,roc_auc,0.8042631484944632
54,insult,multi,{'alpha': 15.0},tfidf,0,0,6000,english,True,,precision,0.9717741935483871
54,insult,bern,{'alpha': 10.0},tfidf,0,0,6000,english,True,,precision,0.5421985815602837
54,insult,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,,recall,0.4991659716430359
54,insult,bern,{'alpha': 2.0},tfidf,0,0,6000,english,True,,recall,0.8849040867389492
54,insult,multi,{'alpha': 0.5},tfidf,0,0,6000,english,True,,roc_auc,0.7362125382722821
54,insult,bern,{'alpha': 2.0},tfidf,0,0,6000,english,True,,roc_auc,0.8159441593690335
54,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,6000,english,True,,precision,0.8529411764705882
54,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,6000,english,True,,precision,0.13374233128834356
54,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,6000,english,True,,recall,0.2616822429906542
54,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,6000,english,True,,recall,0.8364485981308412
54,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,,roc_auc,0.6228701356290758
54,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,6000,english,True,,roc_auc,0.8596274373087115
55,toxic,multi,{'alpha': 100.0},tfidf,0,0,6000,english,False,,precision,0.9777777777777777
55,toxic,bern,{'alpha': 15.0},tfidf,0,0,6000,english,False,,precision,0.5866508554972049
55,toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,english,False,,recall,0.5389092476826902
55,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,english,False,,recall,0.8760508730329812
55,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,english,False,,roc_auc,0.7611240000572916
55,toxic,bern,{'alpha': 10.0},tfidf,0,0,6000,english,False,,roc_auc,0.843882021763452
55,severe_toxic,multi,{'alpha': 10.0},tfidf,0,0,6000,english,False,,precision,0.8
55,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,english,False,,precision,0.19117647058823528
55,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,english,False,,recall,0.4789915966386555
55,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,english,False,,recall,0.9411764705882353
55,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,english,False,,roc_auc,0.7336566293430864
55,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,english,False,,roc_auc,0.9052834887736804
55,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,english,False,,precision,1.0
55,obscene,bern,{'alpha': 10.0},tfidf,0,0,6000,english,False,,precision,0.53033323839362
55,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,english,False,,recall,0.5564641744548287
55,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,english,False,,recall,0.8851246105919003
55,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,english,False,,roc_auc,0.7681267940356558
55,obscene,bern,{'alpha': 10.0},tfidf,0,0,6000,english,False,,roc_auc,0.8442876956522489
55,threat,multi,{'alpha': 0.0001},tfidf,0,0,6000,english,False,,precision,0.23015873015873015
55,threat,bern,{'alpha': 0.5},tfidf,0,0,6000,english,False,,precision,0.06870799103808813
55,threat,multi,{'alpha': 0.01},tfidf,0,0,6000,english,False,,recall,0.20394736842105263
55,threat,bern,{'alpha': 0.1},tfidf,0,0,6000,english,False,,recall,0.8092105263157895
55,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,english,False,,roc_auc,0.5746913254275189
55,threat,bern,{'alpha': 0.5},tfidf,0,0,6000,english,False,,roc_auc,0.7895303623307812
55,insult,multi,{'alpha': 20.0},tfidf,0,0,6000,english,False,,precision,0.8240343347639485
55,insult,bern,{'alpha': 10.0},tfidf,0,0,6000,english,False,,precision,0.4870769230769231
55,insult,multi,{'alpha': 0.1},tfidf,0,0,6000,english,False,,recall,0.4933277731442869
55,insult,bern,{'alpha': 1.0},tfidf,0,0,6000,english,False,,recall,0.8748957464553795
55,insult,multi,{'alpha': 0.5},tfidf,0,0,6000,english,False,,roc_auc,0.729709802458788
55,insult,bern,{'alpha': 10.0},tfidf,0,0,6000,english,False,,roc_auc,0.8116854233381348
55,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,6000,english,False,,precision,0.46153846153846156
55,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,6000,english,False,,precision,0.10605095541401274
55,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,6000,english,False,,recall,0.2850467289719626
55,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,6000,english,False,,recall,0.8504672897196262
55,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,6000,english,False,,roc_auc,0.6343526336217497
55,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,6000,english,False,,roc_auc,0.8593557939876014
56,toxic,multi,{'alpha': 50.0},tfidf,0,0,6000,english,True,ascii,precision,1.0
56,toxic,bern,{'alpha': 15.0},tfidf,0,0,6000,english,True,ascii,precision,0.6188154568436258
56,toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,ascii,recall,0.5358913558956672
56,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,english,True,ascii,recall,0.8842422935977582
56,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,english,True,ascii,roc_auc,0.760893455821364
56,toxic,bern,{'alpha': 10.0},tfidf,0,0,6000,english,True,ascii,roc_auc,0.853175433223823
56,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,6000,english,True,ascii,precision,0.6388888888888888
56,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,english,True,ascii,precision,0.23309608540925267
56,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,english,True,ascii,recall,0.41386554621848737
56,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,english,True,ascii,recall,0.9495798319327731
56,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,ascii,roc_auc,0.6976757550926944
56,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,6000,english,True,ascii,roc_auc,0.9226848576822567
56,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,english,True,ascii,precision,1.0
56,obscene,bern,{'alpha': 10.0},tfidf,0,0,6000,english,True,ascii,precision,0.6095331374469475
56,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,english,True,ascii,recall,0.5700934579439252
56,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,english,True,ascii,recall,0.8944704049844237
56,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,english,True,ascii,roc_auc,0.7766976770847881
56,obscene,bern,{'alpha': 10.0},tfidf,0,0,6000,english,True,ascii,roc_auc,0.8502750509872475
